brand,brand_slug,model,model_slug,default_category,default_engine_cc,fuel_type,model_status,market_origins,status
Harley-Davidson,harley-davidson,Nightster,nightster,Classic Bikes,,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
Harley-Davidson,harley-davidson,Pan America 1250,pan-america-1250,Trail Bikes,1250,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
Harley-Davidson,harley-davidson,Sportster S,sportster-s,Classic Bikes,,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
Harley-Davidson,harley-davidson,Street 500,street-500,Street Bikes,500,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
Harley-Davidson,harley-davidson,Street 750,street-750,Street Bikes,750,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
Harley-Davidson,harley-davidson,Street Bob,street-bob,Classic Bikes,,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
Harley-Davidson,harley-davidson,Street Rod 750,street-rod-750,Street Bikes,750,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
Harley-Davidson,harley-davidson,X440,x440,Classic Bikes,,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
Harley-Davidson,harley-davidson,X440 T,x440-t,Classic Bikes,,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
Hero,hero,Achiever 150,achiever-150,Electric Bikes,150,Electric,REVIEW_REQUIRED,INDIA|SRI_LANKA_USED,ACTIVE
Hero,hero,CBZ,cbz,Street Bikes,150,Petrol,REVIEW_REQUIRED,INDIA|SRI_LANKA_USED,ACTIVE
Hero,hero,CBZ Xtreme,cbz-xtreme,Trail Bikes,,Petrol,REVIEW_REQUIRED,INDIA|SRI_LANKA_USED,ACTIVE
Hero,hero,CD Dawn,cd-dawn,Commuter,,Petrol,REVIEW_REQUIRED,INDIA|SRI_LANKA_USED,ACTIVE
Hero,hero,CD Deluxe,cd-deluxe,Commuter,,Petrol,REVIEW_REQUIRED,INDIA|SRI_LANKA_USED,ACTIVE
Hero,hero,Destini 125,destini-125,Scooters,125,Petrol,REVIEW_REQUIRED,INDIA|SRI_LANKA_USED,ACTIVE
Hero,hero,Duet,duet,Scooters,,Petrol,REVIEW_REQUIRED,INDIA|SRI_LANKA_USED,ACTIVE
Hero,hero,Glamour,glamour,Commuter,125,Petrol,REVIEW_REQUIRED,INDIA|SRI_LANKA_USED,ACTIVE
Hero,hero,Glamour X,glamour-x,Commuter,,Petrol,REVIEW_REQUIRED,INDIA|SRI_LANKA_USED,ACTIVE
Hero,hero,Glamour XTEC,glamour-xtec,Trail Bikes,,Petrol,REVIEW_REQUIRED,INDIA|SRI_LANKA_USED,ACTIVE
Hero,hero,HF Dawn,hf-dawn,Commuter,,Petrol,REVIEW_REQUIRED,INDIA|SRI_LANKA_USED,ACTIVE
Hero,hero,HF Deluxe,hf-deluxe,Commuter,,Petrol,REVIEW_REQUIRED,INDIA|SRI_LANKA_USED,ACTIVE
Hero,hero,HF100,hf100,Street Bikes,,Petrol,REVIEW_REQUIRED,INDIA|SRI_LANKA_USED,ACTIVE
Hero,hero,Hunk,hunk,Street Bikes,150,Petrol,REVIEW_REQUIRED,INDIA|SRI_LANKA_USED,ACTIVE
Hero,hero,Hunk 150,hunk-150,Street Bikes,150,Petrol,REVIEW_REQUIRED,INDIA|SRI_LANKA_USED,ACTIVE
Hero,hero,Hunk 160R,hunk-160r,Street Bikes,,Petrol,REVIEW_REQUIRED,INDIA|SRI_LANKA_USED,ACTIVE
Hero,hero,Hunk 160R 4V,hunk-160r-4v,Street Bikes,,Petrol,REVIEW_REQUIRED,INDIA|SRI_LANKA_USED,ACTIVE
Hero,hero,Impulse 150,impulse-150,Trail Bikes,150,Petrol,REVIEW_REQUIRED,INDIA|SRI_LANKA_USED,ACTIVE
Hero,hero,Karizma,karizma,High Capacity Bikes,,Petrol,REVIEW_REQUIRED,INDIA|SRI_LANKA_USED,ACTIVE
Hero,hero,Karizma R,karizma-r,High Capacity Bikes,,Petrol,REVIEW_REQUIRED,INDIA|SRI_LANKA_USED,ACTIVE
Hero,hero,Karizma XMR,karizma-xmr,High Capacity Bikes,,Petrol,REVIEW_REQUIRED,INDIA|SRI_LANKA_USED,ACTIVE
Hero,hero,Karizma ZMR,karizma-zmr,High Capacity Bikes,,Petrol,REVIEW_REQUIRED,INDIA|SRI_LANKA_USED,ACTIVE
Hero,hero,Maestro,maestro,Scooters,,Petrol,REVIEW_REQUIRED,INDIA|SRI_LANKA_USED,ACTIVE
Hero,hero,Maestro Edge,maestro-edge,Scooters,,Petrol,REVIEW_REQUIRED,INDIA|SRI_LANKA_USED,ACTIVE
Hero,hero,Passion,passion,Commuter,100,Petrol,REVIEW_REQUIRED,INDIA|SRI_LANKA_USED,ACTIVE
Hero,hero,Passion Plus,passion-plus,Commuter,,Petrol,REVIEW_REQUIRED,INDIA|SRI_LANKA_USED,ACTIVE
Hero,hero,Passion Pro,passion-pro,Commuter,,Petrol,REVIEW_REQUIRED,INDIA|SRI_LANKA_USED,ACTIVE
Hero,hero,Passion XPro,passion-xpro,Commuter,,Petrol,REVIEW_REQUIRED,INDIA|SRI_LANKA_USED,ACTIVE
Hero,hero,Pleasure,pleasure,Scooters,,Petrol,REVIEW_REQUIRED,INDIA|SRI_LANKA_USED,ACTIVE
Hero,hero,Pleasure+,pleasure,Scooters,,Petrol,REVIEW_REQUIRED,INDIA|SRI_LANKA_USED,ACTIVE
Hero,hero,Splendor,splendor,Commuter,100,Petrol,REVIEW_REQUIRED,INDIA|SRI_LANKA_USED,ACTIVE
Hero,hero,Splendor iSmart,splendor-ismart,Commuter,,Petrol,REVIEW_REQUIRED,INDIA|SRI_LANKA_USED,ACTIVE
Hero,hero,Splendor NXG,splendor-nxg,Commuter,100,Petrol,REVIEW_REQUIRED,INDIA|SRI_LANKA_USED,ACTIVE
Hero,hero,Splendor+,splendor,Commuter,100,Petrol,REVIEW_REQUIRED,INDIA|SRI_LANKA_USED,ACTIVE
Hero,hero,Splendor+ XTEC,splendor-xtec,Trail Bikes,,Petrol,REVIEW_REQUIRED,INDIA|SRI_LANKA_USED,ACTIVE
Hero,hero,Super Splendor,super-splendor,Commuter,,Petrol,REVIEW_REQUIRED,INDIA|SRI_LANKA_USED,ACTIVE
Hero,hero,Super Splendor XTEC,super-splendor-xtec,Trail Bikes,,Petrol,REVIEW_REQUIRED,INDIA|SRI_LANKA_USED,ACTIVE
Hero,hero,Xoom 110,xoom-110,Scooters,110,Petrol,REVIEW_REQUIRED,INDIA|SRI_LANKA_USED,ACTIVE
Hero,hero,Xoom 125,xoom-125,Scooters,125,Petrol,REVIEW_REQUIRED,INDIA|SRI_LANKA_USED,ACTIVE
Hero,hero,Xoom 160,xoom-160,Scooters,160,Petrol,REVIEW_REQUIRED,INDIA|SRI_LANKA_USED,ACTIVE
Hero,hero,XPulse 200,xpulse-200,Trail Bikes,200,Petrol,REVIEW_REQUIRED,INDIA|SRI_LANKA_USED,ACTIVE
Hero,hero,XPulse 200 4V,xpulse-200-4v,Trail Bikes,200,Petrol,REVIEW_REQUIRED,INDIA|SRI_LANKA_USED,ACTIVE
Hero,hero,XPulse 210,xpulse-210,Trail Bikes,210,Petrol,REVIEW_REQUIRED,INDIA|SRI_LANKA_USED,ACTIVE
Hero,hero,Xtreme,xtreme,Trail Bikes,150,Petrol,REVIEW_REQUIRED,INDIA|SRI_LANKA_USED,ACTIVE
Hero,hero,Xtreme 125R,xtreme-125r,Trail Bikes,,Petrol,REVIEW_REQUIRED,INDIA|SRI_LANKA_USED,ACTIVE
Hero,hero,Xtreme 160R,xtreme-160r,Trail Bikes,,Petrol,REVIEW_REQUIRED,INDIA|SRI_LANKA_USED,ACTIVE
Hero,hero,Xtreme 160R 4V,xtreme-160r-4v,Trail Bikes,,Petrol,REVIEW_REQUIRED,INDIA|SRI_LANKA_USED,ACTIVE
Hero,hero,Xtreme 200S,xtreme-200s,Trail Bikes,,Petrol,REVIEW_REQUIRED,INDIA|SRI_LANKA_USED,ACTIVE
Hero,hero,Xtreme 250R,xtreme-250r,Trail Bikes,,Petrol,REVIEW_REQUIRED,INDIA|SRI_LANKA_USED,ACTIVE
Hero,hero,Xtreme Sports,xtreme-sports,Trail Bikes,,Petrol,REVIEW_REQUIRED,INDIA|SRI_LANKA_USED,ACTIVE
Honda,honda,Activa,activa,Scooters,110,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,Activa 110,activa-110,Scooters,110,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,Activa 125,activa-125,Scooters,125,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,ADV 150,adv-150,Scooters,150,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,ADV 160,adv-160,Scooters,160,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,AX-1 250,ax-1-250,Trail Bikes,250,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,CB1000 Hornet,cb1000-hornet,Street Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,CB1000R,cb1000r,Street Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,CB125,cb125,Street Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,CB125 Hornet,cb125-hornet,Street Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,CB1300 Super Four,cb1300-super-four,Street Bikes,300,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,CB150,cb150,Street Bikes,50,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,CB150R,cb150r,Street Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,CB175,cb175,Street Bikes,75,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,CB200,cb200,Street Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,CB200X,cb200x,Street Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,CB223,cb223,Street Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,CB250,cb250,Street Bikes,50,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,CB250 Hornet,cb250-hornet,Street Bikes,50,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,CB250F,cb250f,Street Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,CB250R,cb250r,Street Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,CB300R,cb300r,Street Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,CB350,cb350,Street Bikes,50,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,CB350C,cb350c,Street Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,CB350RS,cb350rs,Street Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,CB400 Super Bol d'Or,cb400-super-bol-d-or,Street Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,CB400 Super Four,cb400-super-four,Street Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,CB500F,cb500f,Street Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,CB500X,cb500x,Street Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,CB650F,cb650f,Street Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,CB650R,cb650r,Street Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,CB750 Hornet,cb750-hornet,Street Bikes,50,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,CBR1000RR,cbr1000rr,High Capacity Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,CBR1000RR-R Fireblade,cbr1000rr-r-fireblade,High Capacity Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,CBR125R,cbr125r,High Capacity Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,CBR150R,cbr150r,High Capacity Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,CBR250R,cbr250r,High Capacity Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,CBR250RR,cbr250rr,High Capacity Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,CBR300R,cbr300r,High Capacity Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,CBR400R,cbr400r,High Capacity Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,CBR400RR,cbr400rr,High Capacity Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,CBR500R,cbr500r,High Capacity Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,CBR600F,cbr600f,High Capacity Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,CBR600RR,cbr600rr,High Capacity Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,CBR650F,cbr650f,High Capacity Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,CBR650R,cbr650r,High Capacity Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,CBR900RR,cbr900rr,High Capacity Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,CBR929RR,cbr929rr,High Capacity Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,CBR954RR,cbr954rr,High Capacity Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,CD 100,cd-100,Commuter,100,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,CD 50,cd-50,Commuter,50,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,CD 70,cd-70,Commuter,70,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,CD 90,cd-90,Commuter,90,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,CD125T,cd125t,Street Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,CG 125,cg-125,Street Bikes,125,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,Click 125,click-125,Scooters,125,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,Click 150,click-150,Scooters,150,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,CRF1000L Africa Twin,crf1000l-africa-twin,Trail Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,CRF1100L Africa Twin,crf1100l-africa-twin,Trail Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,CRF150L,crf150l,Trail Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,CRF150R,crf150r,Trail Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,CRF230,crf230,Trail Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,CRF250L,crf250l,Trail Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,CRF250M,crf250m,Trail Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,CRF250R,crf250r,Trail Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,CRF250RX,crf250rx,Trail Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,CRF300 Rally,crf300-rally,Trail Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,CRF300L,crf300l,Trail Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,CRF450L,crf450l,Trail Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,CRF450R,crf450r,Trail Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,CRF450RX,crf450rx,Trail Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,CRM125,crm125,Trail Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,CRM250,crm250,Trail Bikes,50,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,Dio 110,dio-110,Scooters,110,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,Dio 125,dio-125,Scooters,125,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,Dio 50,dio-50,Scooters,50,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,Dream,dream,Trail Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,Dream Neo,dream-neo,Trail Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,Dream Yuga,dream-yuga,Trail Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,Forza 250,forza-250,Scooters,250,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,Forza 300,forza-300,Scooters,300,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,Forza 350,forza-350,Scooters,350,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,GB350,gb350,Classic Bikes,50,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,Grazia,grazia,Scooters,125,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,H'ness CB350,h-ness-cb350,Street Bikes,50,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,HAWK 11,hawk-11,Classic Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,Hornet 160R,hornet-160r,Street Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,Hornet 2.0,hornet-2-0,Street Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,Jade 250,jade-250,Street Bikes,250,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,Lead,lead,Scooters,125,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,Livo,livo,Commuter,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,Magna 250,magna-250,Classic Bikes,250,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,Magna 750,magna-750,Classic Bikes,750,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,Navi,navi,Scooters,110,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,NX200,nx200,Street Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,PCX 125,pcx-125,Scooters,125,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,PCX 150,pcx-150,Scooters,150,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,PCX 160,pcx-160,Scooters,160,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,Rebel 1100,rebel-1100,Classic Bikes,1100,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,Rebel 250,rebel-250,Classic Bikes,250,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,Rebel 300,rebel-300,Classic Bikes,300,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,Rebel 500,rebel-500,Classic Bikes,500,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,Shadow 400,shadow-400,Classic Bikes,400,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,Shadow 600,shadow-600,Classic Bikes,600,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,Shadow 750,shadow-750,Classic Bikes,750,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,Shine 100,shine-100,Commuter,100,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,Shine 125,shine-125,Commuter,125,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,SP 125,sp-125,Street Bikes,125,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,SP 160,sp-160,Street Bikes,160,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,Transalp 400,transalp-400,Trail Bikes,400,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,Transalp 600,transalp-600,Trail Bikes,600,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,Trigger,trigger,Street Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,Unicorn,unicorn,Street Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,Vario 125,vario-125,Scooters,125,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,Vario 150,vario-150,Scooters,150,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,Vario 160,vario-160,Scooters,160,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,X-Blade,x-blade,Street Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,XL125,xl125,Trail Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,XL185,xl185,Trail Bikes,85,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,XL200,xl200,Trail Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,XL250 Degree,xl250-degree,Trail Bikes,50,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,XL750 Transalp,xl750-transalp,Trail Bikes,50,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,XR100,xr100,Trail Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,XR125,xr125,Trail Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,XR150L,xr150l,Trail Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,XR200,xr200,Trail Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,XR250,xr250,Trail Bikes,50,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
